file_name,predicted_label
output_1.json,"Sự hài hước nằm ở việc người đang xem hài kịch trên YouTube bị làm phiền bởi quảng cáo, đặc biệt là quảng cáo về bệnh trĩ, tạo nên sự tương phản giữa không khí giải trí và nội dung quảng cáo không liên quan."
output_2.json,"Tình huống hài hước được xây dựng qua cuộc trò chuyện giữa hai người về việc mặc váy và tự tin vào bản thân. Điểm cười nằm ở sự hài hước khi một người cố gắng thuyết phục người kia rằng mặc váy là tự do và thoải mái, nhưng lại gặp phải những tình huống dở khóc dở cười khi mô tả chân dài và việc lột da ếch, tạo nên một không khí hài hước và giải trí."
output_3.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người có ""bà chị tâm linh"" và những tình huống dở khóc dở cười khi họ tương tác. Điểm cười nằm ở sự thiếu thấu cảm và những phản ứng bất ngờ của ""bà chị"" cũng như sự lo lắng và hành động kỳ lạ của người kể chuyện khi đối mặt với những tình huống này."
output_4.json,"Sự hài hước nằm ở việc người kể chuyện đi chùa vào dịp Tết, nhưng thay vì cầu nguyện hoặc khấn Phật, họ lại đọc số xe của mình, tạo nên một tình huống bất ngờ và hài hước."
output_5.json,"Lý do hài hước nằm ở sự cố gắng của mẹ trong việc mua áo fake Gucci, nhưng lại viết sai chữ Gucci thành ""G-U-C-C-I ngắn"" hoặc ""G-U-C-H-I dài"", tạo nên một tình huống dở khóc dở cười và thể hiện sự hài hước trong việc cố gắng làm cho sản phẩm fake trở nên giống thật."
output_6.json,"Sự hài hước nằm ở phản ứng bất ngờ của người đang nói khi thấy một người độc thân (ế) lại có thái độ hào hứng và tràn đầy năng lượng, trái ngược với hình ảnh thường thấy về những người độc thân là u buồn hoặc thất vọng."
output_7.json,"Tình huống hài hước được xây dựng qua việc so sánh giá trị và chất lượng của các chiếc áo. Người kể chuyện tạo ra một sự tương phản hài hước khi nói về chiếc áo 12 ngàn đồng của mình, mô tả nó là ""hơi bị bền"" và có khả năng ""tự cập nhật xu hướng"" khi mặc thời gian nó có thể ""rút lên thành baby cu te"" hoặc thậm chí thành ""cái nón"" nhưng vẫn ""dễ thương"". Sự hài hước nằm ở việc người kể chuyện đang tự ironize và hài lòng với chiếc áo rẻ tiền của mình, tạo ra một không khí hài hước và giải trí."
output_8.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người thường xuyên ""chơi chữ"" không chủ ý, tạo ra những tình huống dở khóc dở cười. Điểm cười nằm ở những khoảnh khắc nhân vật vô tình nói những câu có thể hiểu theo nhiều nghĩa, dẫn đến những phản ứng không mong muốn từ những người xung quanh."
output_9.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người nhỏ nhát và sợ hãi, nhưng lại bị một nhóm bạn lớn tuổi ""quýnh"" và hỏi những câu khó hiểu. Điểm cười nằm ở sự tương phản giữa tính cách nhát gan của nhân vật và sự hung hăng của nhóm bạn, cũng như sự bất ngờ khi một người khác can thiệp và làm cho tình huống trở nên hài hước."
output_10.json,"Tình huống hài hước được tạo ra qua cuộc trò chuyện về việc ""bị bóng đè"" và sự nhầm lẫn về ý nghĩa của cụm từ này. Người nói ban đầu hỏi về việc bị bóng đè và nhận được phản hồi từ khán giả, nhưng sau đó câu chuyện chuyển sang việc hỏi về loại ""bóng"" nào (bóng tâm linh hay bóng giới tính), tạo nên sự hiểu lầm và hài hước."
output_11.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người tưởng tượng nếu zombie có thật. Điểm cười nằm ở việc người này không thể chạy trốn vì ""chạy không nổi"" và thay vào đó, họ sẽ ""nằm ra"" và ""mời nó ăn"" mình, đồng thời chuẩn bị ""gia vị"" như dầu thơm, hành, tim, nước mắm, và tương ớt. Sự hài hước còn được tăng cường bởi việc người này hy vọng rằng khi zombie ăn mình, gia đình họ sẽ có thời gian chạy trốn, và zombie sẽ bị ảnh hưởng bởi các vấn đề sức khỏe như gout và cholesterol cao."
output_12.json,"Sự hài hước nằm ở sự đối lập giữa mong đợi về một Giáng sinh ấm áp, lãng mạn với thực tế là ""ngồi xem Noel"" mà không có tiền để ăn, uống, hoặc mua sắm, và đặc biệt là hình ảnh ""đầy mùi hơi người trên đường Đồng Khởi"" như một phần của trải nghiệm Giáng sinh ""ấm áp"" này."
output_13.json,"Sự hài hước nằm ở việc người kể chuyện bắt đầu bằng một chủ đề nghiêm túc về việc học văn và sử, nhưng sau đó lại tiết lộ những thông tin hài hước và không liên quan, như việc mẹ bán tạp hóa và việc học về các nhân vật lịch sử nhưng lại kết thúc bằng việc nói về ""card Vina 20"", tạo nên sự bất ngờ và hài hước."
output_14.json,"Tình huống hài hước nằm ở việc một người kể về việc bố mình mua quà cho mẹ mình thông qua dịch vụ giao hàng, và mẹ phải trả tiền khi nhận quà, tạo nên một tình huống dở khóc dở cười và thể hiện sự bất ngờ và hài hước trong cách bố thể hiện tình yêu."
output_15.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người kể chuyện về tuổi thơ của mình, khi bố là công an và không tin vào ông già Noel. Điểm cười nằm ở việc bố bắt ông già Noel vì ""xâm nhập gia cư bất hợp pháp"" và sự ngây thơ khi hỏi ""nhà mình có ống khói không?"" để chứng minh ông già Noel không thể chui vào nhà. Sự hài hước đến từ sự logic và nghiêm túc trong một tình huống vốn nên mang tính tưởng tượng và vui vẻ."
output_16.json,"Tình huống hài hước được xây dựng qua câu chuyện về sự phân biệt đối xử trong gia đình, nơi người em trai luôn được khen ngợi dù không làm gì, trong khi người kể chuyện luôn bị chửi dù làm gì. Điểm cười nằm ở sự bất công và sự so sánh hài hước giữa hai anh em, tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối tột độ của nhân vật."
output_17.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người đàn ông đi xem phim ma với bạn gái cũ. Điểm cười nằm ở sự sợ hãi và phản ứng hài hước của nhân vật khi xem phim, đặc biệt là khi anh ta trốn dưới áo khoác và bị khều bởi người khác, tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối tột độ của nhân vật."
output_18.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người luôn chờ đợi sale để mua sắm, nhưng lại quên mất mình cần mua gì. Điểm cười nằm ở sự phi lý trong hành động chờ đợi sale mà không nhớ mục đích mua sắm, thể hiện sự bối rối và hài hước trong cách suy nghĩ của nhân vật."
output_19.json,"Sự hài hước nằm ở cách kỹ thuật viên gội đầu quá mạnh tay, giống như đang làm ruộng, khiến khách hàng đau và sợ hãi."
output_20.json,"Tình huống hài hước được tạo ra qua việc một người đàn ông giới thiệu gia đình mình, nhưng cách giới thiệu và tương tác giữa các thành viên trong gia đình tạo nên sự bất ngờ và hài hước."
output_21.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người chơi xì dách rất giỏi, luôn kéo được 2 lá lên là 19, 20. Điểm cười nằm ở sự ngây thơ và thiếu hiểu biết của người kể khi hỏi chú tại sao chơi hay vậy, và chú trả lời bằng một câu hỏi không liên quan về tuổi tác, tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối tột độ của nhân vật."
output_22.json,"Tình huống hài hước được tạo ra qua việc sử dụng từ ""xì xào"" một cách lặp đi lặp lại, tạo nên sự trùng lặp và nhấn mạnh vào thông tin không rõ ràng, khiến cho cuộc hội thoại trở nên hài hước và khó đoán."
output_23.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người con phải mượn tiền bạn để mua đồ chơi, sau đó làm hư và phải đền. Điểm cười nằm ở sự bất ngờ khi người con xin bố 1 ngàn đồng để đền cho bạn, và bố phản ứng bằng cách nói rằng con chưa nhận được tiền từ bố mà đã nợ người khác, thể hiện sự hài hước qua sự bất hợp lý và ngây ngô của nhân vật."
output_24.json,"Sự hài hước nằm ở sự mâu thuẫn giữa lời hứa hẹn của người đàn ông về việc sẽ lo liệu mọi thứ cho người phụ nữ và sự bất ngờ khi người phụ nữ đòi hỏi quá nhiều, tạo nên một tình huống dở khóc dở cười."
output_25.json,"Tình huống hài hước được xây dựng qua việc giới thiệu một ""dụng cụ kẹp nắp nồi chuyên dụng"" nhưng thực tế lại không thể kẹp được nắp nồi, và người nói lại khuyên mọi người nên cầm ""cái nùi giẻ"" để kẹp nắp nồi, tạo nên sự mâu thuẫn và phi lý trong lời nói."
output_26.json,"Sự hài hước nằm ở sự so sánh giữa việc người nói không được bố mẹ cho tiền tiêu xài từ nhỏ, còn em trai lại được cho 3 triệu mỗi tháng, và điều bất ngờ là số tiền này được ""trích"" từ lương của người nói."
output_27.json,"Lý do hài hước nằm ở sự phi lý và mâu thuẫn trong hướng dẫn cách xử lý khi bị bóng đè. Người nói đưa ra các bước như ""thử cử động"", ""ngồi dậy bật đèn"", và ""ngồi dậy đọc kinh"", nhưng lại thừa nhận rằng nếu bị bóng đè thì không thể cử động được, tạo nên một tình huống hài hước và vô lý."
output_28.json,"Sự hài hước nằm ở việc người kể tạo ra một tình huống căng thẳng và nghiêm túc về việc bị phát hiện ngoại tình, nhưng sau đó tiết lộ rằng tất cả chỉ là nằm mơ, tạo nên một sự bất ngờ và hài hước."
output_29.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người phụ nữ sợ bơm môi vì sợ tai nạn, nhưng sau đó lại kể một câu chuyện hài hước về một bà bán cá vừa bơm môi xong và gây ra một tình huống dở khóc dở cười tại chợ. Điểm cười nằm ở sự bất ngờ và phi lý trong hành động của bà bán cá, tạo nên một tình huống hài hước và thú vị."
output_30.json,"Đoạn hội thoại này hài hước vì nó mô tả những cách ""gặp ma"" một cách hài hước và không nghiêm túc, như cầm một cây dù đỏ và đứng trong nhà 15 phút, hoặc nhìn qua háng. Những cách này được mô tả một cách nghiêm túc, nhưng thực chất là những hành động vô nghĩa và hài hước."
output_31.json,"Sự hài hước nằm ở cách nhân vật tự nhận xét về khả năng của mình, từ việc không biết nhận lời khen đến việc tự nhận là ""vô cùng mắc nói"" thay vì có tài năng đặc biệt, tạo nên một tình huống tự trào và hài hước."
output_32.json,"Lý do hài hước nằm ở sự tự trào và hài hước của người kể khi nói về việc mình là người ""Bắc Thật"" và không phải ""hàng Bắc Rep"", tạo nên một tình huống hài hước và thú vị khi người kể cố gắng chứng minh sự ""thật"" của mình."
output_33.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người đàn ông có tình cảm đặc biệt với em trai mình, gọi là Béo. Điểm cười nằm ở sự thể hiện tình cảm quá mức của người đàn ông với em trai, khiến cho bạn gái của anh cảm thấy bối rối và ghen tị, dẫn đến những tình huống dở khóc dở cười."
output_34.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người đàn ông mô tả việc bạn của mình ""hít"" một buổi phim như thể đang sử dụng một chất kích thích, tạo nên một hình ảnh hài hước và phi lý. Sự lặp đi lặp lại của âm thanh ""hít"" và cách diễn đạt của người kể tạo nên một không khí hài hước và giải trí."
output_35.json,"Tình huống hài hước được xây dựng qua câu chuyện về một cuộc trò chuyện giữa hai người yêu nhau, nơi người đàn ông cố gắng thể hiện sự dễ thương và gần gũi bằng cách nói rằng ""80% cơ thể anh là nước"" để ám chỉ sự giống nhau giữa anh và biển, điều mà người phụ nữ đã bày tỏ sự thích thú. Tuy nhiên, sự hài hước nằm ở việc người phụ nữ nhớ lại cuộc trò chuyện này và cảm thấy ""mắc ọe"" vì sự ngây thơ và hài hước trong cách thể hiện của người đàn ông, cũng như sự so sánh hài hước với ""cây chuối nhà tao cũng vậy"", tạo nên một không khí hài hước và nhẹ nhàng."
output_36.json,"Câu trả lời hài hước nằm ở việc người trả lời từ chối trả lời câu hỏi về mối quan hệ nhân quả giữa con gà và quả trứng, và thay vào đó, họ đề nghị người hỏi nên đi hỏi trực tiếp con gà, tạo nên một tình huống hài hước và bất ngờ."
output_37.json,"Tình huống hài hước được tạo ra qua cuộc trò chuyện về việc xác định bố của một người. Điểm cười nằm ở sự lặp đi lặp lại và sự không rõ ràng trong việc xác định bố, tạo nên một tình huống dở khóc dở cười và thể hiện sự bối rối tột độ của nhân vật."
output_38.json,"Tình huống hài hước được tạo ra bởi sự phi lý và bất hợp lý trong giải pháp được đề xuất để giải quyết vấn đề ách tắc giao thông. Việc đề xuất ""để giao thông phát triển theo quy luật tự nhiên"" và ""người dân nào cố tình đi sai luật cho đâm chết luôn"" là một cách giải quyết cực đoan và hài hước."
output_39.json,"Sự hài hước nằm ở cách diễn đạt và tình huống được kể, khi người kể cố gắng tạo không khí nghiêm túc nhưng lại sử dụng ngôn ngữ và cách thể hiện khiến cho câu chuyện trở nên hài hước và thú vị."
output_40.json,"Tình huống hài hước được tạo ra khi người trả lời nói rằng trình độ văn hóa của họ là ""12 trên 1"", nghĩa là họ học 12 năm nhưng chỉ có 1 lớp, và sau đó giải thích rằng họ đổi bạn nhiều lần vì mỗi năm họ đều học một lớp mới. Điều này tạo nên một sự bất hợp lý và ngớ ngẩn, khiến cho cuộc trò chuyện trở nên hài hước."
output_41.json,"Lý do hài hước nằm ở sự chơi chữ và hiểu lầm trong câu hỏi về vị anh hùng dân tộc. Người trả lời hiểu ""ông bèn"" là tên của vị anh hùng, trong khi thực tế ""bèn"" là một từ chỉ hành động. Sự hiểu lầm này tạo nên một chuỗi đối thoại hài hước và thú vị."
output_42.json,"Lý do hài hước nằm ở việc người nói thử nghiệm khả năng ""nghe"" của Facebook bằng cách nói liên tục về một chủ đề, và sau đó Facebook chạy quảng cáo liên quan đến chủ đề đó, tạo nên một tình huống hài hước và bất ngờ."
output_43.json,"Tình huống hài hước được xây dựng qua cuộc trò chuyện giữa bệnh nhân và bác sĩ, nơi họ tìm thấy nhiều điểm chung và tạo ra một không khí thoải mái. Tuy nhiên, điểm cười nằm ở cách họ trò chuyện một cách tự nhiên và thân mật, như thể họ là bạn bè cũ, và cách họ chia sẻ những khoảnh khắc dở khóc dở cười trong quá trình ""lần đầu tiên"" của bác sĩ."
output_44.json,"Sự hài hước nằm ở sự không tương thích giữa câu trả lời và câu hỏi. Khi được hỏi ""Em chờ xe buýt hả?"", người trả lời lại nói ""Dạ không em chờ tên lửa"" và tiếp tục nói về việc muốn bay ra khỏi hành tinh vì mệt mỏi, tạo nên một tình huống bất ngờ và phi lý, mang lại tiếng cười."
output_45.json,"Sự hài hước nằm ở sự đơn giản và nghịch lý trong lời khuyên ""bớt tiêu cực"" của nhân vật. Họ đề xuất các giải pháp quá đơn giản và rõ ràng như ""tích cực lên"" khi cảm thấy tiêu cực, ""vui lên"" khi buồn, và ""nghĩ ít thôi"" khi suy nghĩ quá nhiều, tạo nên một tình huống dở khóc dở cười."
output_46.json,"Tên ""Mán Giã Sâu"" và cách giải thích nó là ""xấu giã man"" tạo nên sự hài hước."
output_47.json,"Sự hài hước nằm ở cách chia phần ăn giữa hai người, khi người nói đề xuất ăn mỗi món một nửa nhưng lại chia theo cách không logic, lấy ""chim"" và ""xôi"" cho mình, còn ""cút"" và ""xéo"" cho người kia, tạo nên một tình huống buồn cười và vô lý."
output_48.json,"Tình huống hài hước được tạo ra qua cuộc trò chuyện giữa Ngọc Hoàng và Táo Tiền Vàng, nơi họ thảo luận về việc chúc tụng ""vạn tuế"" nhưng với một chút biến tấu khi liên kết với giá trị tiền tệ (""đô la tuế""). Sự hài hước nằm ở việc áp dụng ngôn ngữ và khái niệm hiện đại vào một bối cảnh truyền thống, tạo nên một sự kết hợp hài hước và bất ngờ."
output_49.json,"Tình huống hài hước được tạo ra bởi sự lặp đi lặp lại của từ ""Bảo"" và các tên khác nhau, tạo nên một chuỗi hỏi đáp hài hước và vô nghĩa."
output_50.json,"Lý do hài hước nằm ở sự nhầm lẫn và hiểu lầm về nhân vật lịch sử Trọng Thủy, khi một người cố gắng đổ lỗi cho Trọng Thủy về việc ăn cắp ""nỏ thần"" mà không biết rằng Trọng Thủy là một nhân vật từ mấy ngàn năm trước."
output_51.json,"Tình huống hài hước được xây dựng qua câu chuyện về một người đàn ông gặp gỡ ""con quỷ Nhi Võ"" và trải qua một loạt các tình huống dở khóc dở cười, bao gồm việc đi xuống một ""dốc nhà bò"" và được hỏi về tình cảm với ba má. Điểm cười nằm ở sự phi lý và bất ngờ trong các tình huống, cũng như cách người kể chuyện sử dụng ngôn ngữ và giọng điệu để tạo nên một bầu không khí hài hước."
output_52.json,"Sự hài hước nằm ở sự mâu thuẫn giữa hai câu nói đầu tiên, ""Tiền không phải là tất cả"" và ""Nhưng mà không có tiền"", tạo nên một tình huống hài hước khi người nói vừa khẳng định tiền không quan trọng, vừa than thở về việc không có tiền."
output_53.json,"Sự hài hước nằm ở việc lặp đi lặp lại câu hỏi về mối quan hệ gia đình, tạo nên một tình huống dở khóc dở cười khi mọi người cố gắng xác định ai là bố của ai."
output_54.json,"Sự hài hước nằm ở cách trả lời thẳng thừng và hài hước của người được hỏi, khi đề cập đến câu hỏi kinh điển về mối quan hệ giữa con gà và quả trứng, người này không đưa ra một câu trả lời triết lý hay khoa học, mà thay vào đó, họ nói ""cái đấy mày phải đi hỏi con gà chứ mày hỏi tao"", tạo nên một tình huống hài hước và bất ngờ."
output_55.json,"Đoạn hội thoại này có vẻ như đang nói về những nguyên tắc sống hoặc giá trị đạo đức, nhưng cách thể hiện và từ ngữ sử dụng (""truyền thoảng, giữ nhanh"", ""tham yêu trung thành"", ""ăn chia sòng phàng"") có thể được hiểu theo nhiều cách và tạo ra sự nhầm lẫn hoặc hiểu lầm, dẫn đến tình huống hài hước."
output_56.json,"Tình huống hài hước được tạo ra khi nhân vật đưa điện thoại bị hỏng cho người khác sửa, nhưng sau 30 phút, người sửa lại trả điện thoại với lý do ""hư rồi"", tạo nên sự bất hợp lý và hài hước."
output_57.json,"Điểm hài hước nằm ở cách chơi chữ khi so sánh ""vợ"" với ""nóc nhà"" và giải thích rằng lý do là ""mái lợp"", tạo nên một liên kết hài hước và bất ngờ giữa hai khái niệm không liên quan."
output_58.json,"Câu trả lời ""Kim chỉ nam"" cho câu hỏi về việc may quần áo nữ là một sự chơi chữ hài hước, vì ""kim chỉ nam"" có nghĩa là la bàn, nhưng cũng có thể ám chỉ đến kim may, tạo nên một sự kết nối hài hước giữa câu hỏi và câu trả lời."
output_59.json,"Sự hài hước nằm ở việc người nói kể về một tình huống thường gặp khi giới thiệu mình học ngành tâm lý học, và hầu hết mọi người sẽ hỏi lại ""Anh học ngành gì dạ? Anh học ngành tâm lý học"" và sau đó yêu cầu người đó đoán suy nghĩ của họ, tạo nên một vòng tròn luẩn quẩn và hài hước."
output_60.json,"Sự hài hước nằm ở sự mâu thuẫn giữa lời nói và thực tế. Người phụ nữ ban đầu nói chồng mình là người uy tín và không bao giờ thất hứa, nhưng ngay sau đó lại tiết lộ rằng anh ta không hề hứa gì từ đầu, tạo nên một tình huống hài hước và ironik."
output_61.json,"Sự hài hước nằm ở việc chồng hiểu lầm ý vợ, nghĩ vợ thèm ""cơm nhà"" là muốn ăn cơm từ nhà hàng, dẫn đến tình huống dở khóc dở cười khi chồng sẵn sàng đặt cơm nhà cho vợ."
output_62.json,"Sự hài hước nằm ở cách chồng luôn ""lắng nghe"" bằng cách lặp lại câu hỏi với giọng điệu tương tự, thể hiện sự thiếu hiểu biết và không thực sự quan tâm đến cảm xúc của người vợ."
